Input Seq 1,2022 NAICS Code,2022 NAICS Title,Related SIC Code,Related SIC Code Description,Change to 2017 Code,2017 NAICS Code,2017 NAICS Code
1477,449110,Furniture Retailers ,5021,Furniture,New NAICS Code,442110,Furniture Stores 
1478,449110,Furniture Retailers ,5712,Furniture Stores,New NAICS Code,442110,Furniture Stores 
1479,449110,Furniture Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1480,449110,Furniture Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1481,449121,Floor Covering Retailers ,5023,Homefurnishings,New NAICS Code,442210,Floor Covering Stores 
1482,449121,Floor Covering Retailers ,5713,Floor Covering Stores,New NAICS Code,442210,Floor Covering Stores 
1483,449121,Floor Covering Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1484,449121,Floor Covering Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1485,449122,Window Treatment Retailers ,5714,Drapery and Upholstery Stores,New NAICS Code,442291,Window Treatment Stores 
1486,449122,Window Treatment Retailers ,5719,Miscellaneous Homefurnishings,New NAICS Code,442291,Window Treatment Stores 
1487,449122,Window Treatment Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1488,449122,Window Treatment Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1489,449129,All Other Home Furnishings Retailers ,5719,Miscellaneous Homefurnishings,New NAICS Code,442299,All Other Home Furnishings Stores 
1490,449129,All Other Home Furnishings Retailers ,7699,"Repair Services, Nec",New NAICS Code,442299,All Other Home Furnishings Stores 
1491,449129,All Other Home Furnishings Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1492,449129,All Other Home Furnishings Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1493,449210,Electronics and Appliance Retailers,5064,"Electrical Appliances, Television and Radio",New NAICS Code,443141,Household Appliance Stores 
1494,449210,Electronics and Appliance Retailers,5722,Household Appliance Stores,New NAICS Code,443141,Household Appliance Stores 
1495,449210,Electronics and Appliance Retailers,7623,Refrigeration Service and Repair,New NAICS Code,443141,Household Appliance Stores 
1496,449210,Electronics and Appliance Retailers,7629,Electrical Repair Shops,New NAICS Code,443141,Household Appliance Stores 
1497,449210,Electronics and Appliance Retailers,5045,"Computers, Peripherals, and Software",New NAICS Code,443142,Electronics Stores 
1498,449210,Electronics and Appliance Retailers,5064,"Electrical Appliances, Television and Radio",New NAICS Code,443142,Electronics Stores 
1499,449210,Electronics and Appliance Retailers,5065,"Electronic Parts and Equipment, Nec",New NAICS Code,443142,Electronics Stores 
1500,449210,Electronics and Appliance Retailers,5065,"Electronic Parts and Equipment, Nec",New NAICS Code,443142,Electronics Stores 
1501,449210,Electronics and Appliance Retailers,5099,"Durable Goods, Nec",New NAICS Code,443142,Electronics Stores 
1502,449210,Electronics and Appliance Retailers,5731,"Radio, Television, and Electronic Stores",New NAICS Code,443142,Electronics Stores 
1503,449210,Electronics and Appliance Retailers,5734,Computer and Software Stores,New NAICS Code,443142,Electronics Stores 
1504,449210,Electronics and Appliance Retailers,5735,Record and Prerecorded Tape Stores,New NAICS Code,443142,Electronics Stores 
1505,449210,Electronics and Appliance Retailers,5946,Camera and Photographic Supply Stores,New NAICS Code,443142,Electronics Stores 
1506,449210,Electronics and Appliance Retailers,5999,"Miscellaneous Retail Stores, Nec",New NAICS Code,443142,Electronics Stores 
1507,449210,Electronics and Appliance Retailers,7378,Computer Maintenance and Repair,New NAICS Code,443142,Electronics Stores 
1508,449210,Electronics and Appliance Retailers,7622,Radio and Television Repair,New NAICS Code,443142,Electronics Stores 
1509,449210,Electronics and Appliance Retailers,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1510,449210,Electronics and Appliance Retailers,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1511,455110,Department Stores ,5311,Department Stores,New NAICS Code,452210,Department Stores
1512,455110,Department Stores ,5399,Miscellaneous General Merchandise,New NAICS Code,452210,Department Stores
1513,455110,Department Stores ,5411,Grocery Stores,New NAICS Code,452210,Department Stores
1514,455110,Department Stores ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1515,455211,Warehouse Clubs and Supercenters ,5311,Department Stores,New NAICS Code,452311,Warehouse Clubs and Supercenters 
1516,455211,Warehouse Clubs and Supercenters ,5399,Miscellaneous General Merchandise,New NAICS Code,452311,Warehouse Clubs and Supercenters 
1517,455211,Warehouse Clubs and Supercenters ,5411,Grocery Stores,New NAICS Code,452311,Warehouse Clubs and Supercenters 
1518,455211,Warehouse Clubs and Supercenters ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1519,455219,All Other General Merchandise Retailers ,5331,Variety Stores,New NAICS Code,452319,All Other General Merchandise Stores 
1520,455219,All Other General Merchandise Retailers ,5399,Miscellaneous General Merchandise,New NAICS Code,452319,All Other General Merchandise Stores 
1521,455219,All Other General Merchandise Retailers ,5531,Auto and Home Supply Stores,New NAICS Code,452319,All Other General Merchandise Stores 
1522,455219,All Other General Merchandise Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1523,455219,All Other General Merchandise Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1524,456110,Pharmacies and Drug Retailers ,5122,"Drugs, Proprietaries, and Sundries",New NAICS Code,446110,Pharmacies and Drug Stores 
1525,456110,Pharmacies and Drug Retailers ,5912,Drug Stores and Proprietary Stores,New NAICS Code,446110,Pharmacies and Drug Stores 
1526,456110,Pharmacies and Drug Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1527,456110,Pharmacies and Drug Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1528,456120,"Cosmetics, Beauty Supplies, and Perfume Retailers ",5087,Service Establishment Equipment,New NAICS Code,446120,"Cosmetics, Beauty Supplies, and Perfume Stores "
1529,456120,"Cosmetics, Beauty Supplies, and Perfume Retailers ",5122,"Drugs, Proprietaries, and Sundries",New NAICS Code,446120,"Cosmetics, Beauty Supplies, and Perfume Stores "
1530,456120,"Cosmetics, Beauty Supplies, and Perfume Retailers ",5999,"Miscellaneous Retail Stores, Nec",New NAICS Code,446120,"Cosmetics, Beauty Supplies, and Perfume Stores "
1531,456120,"Cosmetics, Beauty Supplies, and Perfume Retailers ",5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1532,456120,"Cosmetics, Beauty Supplies, and Perfume Retailers ",5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1533,456130,Optical Goods Retailers ,5995,Optical Goods Stores,New NAICS Code,446130,Optical Goods Stores 
1534,456130,Optical Goods Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1535,456130,Optical Goods Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1536,456191,Food (Health) Supplement Retailers ,5122,"Drugs, Proprietaries, and Sundries",New NAICS Code,446191,Food (Health) Supplement Stores 
1537,456191,Food (Health) Supplement Retailers ,5499,Miscellaneous Food Stores,New NAICS Code,446191,Food (Health) Supplement Stores 
1538,456191,Food (Health) Supplement Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1539,456191,Food (Health) Supplement Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1540,456199,All Other Health and Personal Care Retailers ,5047,Medical and Hospital Equipment,New NAICS Code,446199,All Other Health and Personal Care Stores 
1541,456199,All Other Health and Personal Care Retailers ,5999,"Miscellaneous Retail Stores, Nec",New NAICS Code,446199,All Other Health and Personal Care Stores 
1542,456199,All Other Health and Personal Care Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1543,456199,All Other Health and Personal Care Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1544,457110,Gasoline Stations with Convenience Stores ,5411,Grocery Stores,New NAICS Code,447110,Gasoline Stations with Convenience Stores 
1545,457110,Gasoline Stations with Convenience Stores ,5541,Gasoline Service Stations,New NAICS Code,447110,Gasoline Stations with Convenience Stores 
1546,457120,Other Gasoline Stations ,5541,Gasoline Service Stations,New NAICS Code,447190,Other Gasoline Stations 
1547,457210,Fuel Dealers ,5171,Petroleum Bulk Stations and Terminals,New NAICS Code,454310,Fuel Dealers 
1548,457210,Fuel Dealers ,5171,Petroleum Bulk Stations and Terminals,New NAICS Code,454310,Fuel Dealers 
1549,457210,Fuel Dealers ,5983,Fuel Oil Dealers,New NAICS Code,454310,Fuel Dealers 
1550,457210,Fuel Dealers ,5984,Liquefied Petroleum Gas Dealers,New NAICS Code,454310,Fuel Dealers 
1551,457210,Fuel Dealers ,5989,"Fuel Dealers, Nec",New NAICS Code,454310,Fuel Dealers 
1552,458110,Clothing and Clothing Accessories Retailers ,5136,Men's and Boy's Clothing,New NAICS Code,448110,Men's Clothing Stores 
1553,458110,Clothing and Clothing Accessories Retailers ,5611,Men's and Boys' Clothing Stores,New NAICS Code,448110,Men's Clothing Stores 
1554,458110,Clothing and Clothing Accessories Retailers ,5137,Women's and Children's Clothing,New NAICS Code,448120,Women's Clothing Stores 
1555,458110,Clothing and Clothing Accessories Retailers ,5621,Women's Clothing Stores,New NAICS Code,448120,Women's Clothing Stores 
1556,458110,Clothing and Clothing Accessories Retailers ,5137,Women's and Children's Clothing,New NAICS Code,448130,Children's and Infants' Clothing Stores 
1557,458110,Clothing and Clothing Accessories Retailers ,5641,Children's and Infants' Wear Stores,New NAICS Code,448130,Children's and Infants' Clothing Stores 
1558,458110,Clothing and Clothing Accessories Retailers ,5651,Family Clothing Stores,New NAICS Code,448140,Family Clothing Stores 
1559,458110,Clothing and Clothing Accessories Retailers ,5611,Men's and Boys' Clothing Stores,New NAICS Code,448150,Clothing Accessories Stores 
1560,458110,Clothing and Clothing Accessories Retailers ,5632,Women's Accessory and Specialty Stores,New NAICS Code,448150,Clothing Accessories Stores 
1561,458110,Clothing and Clothing Accessories Retailers ,5699,Miscellaneous Apparel and Accessories,New NAICS Code,448150,Clothing Accessories Stores 
1562,458110,Clothing and Clothing Accessories Retailers ,5136,Men's and Boy's Clothing,New NAICS Code,448190,Other Clothing Stores 
1563,458110,Clothing and Clothing Accessories Retailers ,5137,Women's and Children's Clothing,New NAICS Code,448190,Other Clothing Stores 
1564,458110,Clothing and Clothing Accessories Retailers ,5621,Women's Clothing Stores,New NAICS Code,448190,Other Clothing Stores 
1565,458110,Clothing and Clothing Accessories Retailers ,5632,Women's Accessory and Specialty Stores,New NAICS Code,448190,Other Clothing Stores 
1566,458110,Clothing and Clothing Accessories Retailers ,5699,Miscellaneous Apparel and Accessories,New NAICS Code,448190,Other Clothing Stores 
1567,458110,Clothing and Clothing Accessories Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1568,458110,Clothing and Clothing Accessories Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1569,458210,Shoe Retailers ,5139,Footwear,New NAICS Code,448210,Shoe Stores 
1570,458210,Shoe Retailers ,5661,Shoe Stores,New NAICS Code,448210,Shoe Stores 
1571,458210,Shoe Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1572,458210,Shoe Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1573,458310,Jewelry Retailers ,5094,Jewelry and Precious Stones,New NAICS Code,448310,Jewelry Stores 
1574,458310,Jewelry Retailers ,5944,Jewelry Stores,New NAICS Code,448310,Jewelry Stores 
1575,458310,Jewelry Retailers ,7631,"Watch, Clock, and Jewelry Repair",New NAICS Code,448310,Jewelry Stores 
1576,458310,Jewelry Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1577,458310,Jewelry Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1578,458320,Luggage and Leather Goods Retailers ,5948,Luggage and Leather Goods Stores,New NAICS Code,448320,Luggage and Leather Goods Stores 
1579,458320,Luggage and Leather Goods Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1580,458320,Luggage and Leather Goods Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1581,459110,Sporting Goods Retailers ,5091,Sporting and Recreation Goods,New NAICS Code,451110,Sporting Goods Stores 
1582,459110,Sporting Goods Retailers ,5099,"Durable Goods, Nec",New NAICS Code,451110,Sporting Goods Stores 
1583,459110,Sporting Goods Retailers ,5941,Sporting Goods and Bicycle Shops,New NAICS Code,451110,Sporting Goods Stores 
1584,459110,Sporting Goods Retailers ,7699,"Repair Services, Nec",New NAICS Code,451110,Sporting Goods Stores 
1585,459110,Sporting Goods Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1586,459110,Sporting Goods Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1587,459120,"Hobby, Toy, and Game Retailers ",5092,Toys and Hobby Goods and Supplies,New NAICS Code,451120,"Hobby, Toy, and Game Stores "
1588,459120,"Hobby, Toy, and Game Retailers ",5099,"Durable Goods, Nec",New NAICS Code,451120,"Hobby, Toy, and Game Stores "
1589,459120,"Hobby, Toy, and Game Retailers ",5945,"Hobby, Toy, and Game Shops",New NAICS Code,451120,"Hobby, Toy, and Game Stores "
